,0,1,2,3
1800,KWAPORTT20,Uptown,Port Townsend,Ambient Weather WS-1400-IP (Wireless)
1801,KWAPORTT36,TBerryNW Weather/Kala Point,Port Townsend,Davis Vantage Vue (Wireless)
1802,KWAPOULS23,Vinland,Poulsbo,AcuRite Pro Weather Center
1803,KWAPOULS26,Treefarm Lane,Poulsbo,LaCrosse Weather Pro Center 2800 Series
1804,KWAPOULS19,Laughing Dog,Poulsbo,
1805,KWAPOULS16,Miller Bay Estates,Poulsbo,Vantage Pro2
1806,KWAPOULS20,Miller Bay Estates Bridge,Poulsbo,Acu-Rite 5 in 1
1807,KWAPOULS41,Lincoln RD,Poulsbo,Ambient Weather WS-1200-IP (Wireless)
1808,KWAPOULS7,Noll Rd NF7M,Poulsbo,AcuRite Pro Weather Center
1809,KWAPOULS44,Forest Rock Hills,Poulsbo,AcuRite Pro Weather Center
1810,KWAPOULS18,Virginia Point,Poulsbo,
1811,KWAPOULS22,Jensen Way Northeast,Poulsbo,Netatmo
1812,KWAPOULS25,Northeast Babcock Street,Poulsbo,Netatmo
1813,KWAPOULS27,Full Tilth Farm,Poulsbo,Ambient Weather WS-1400-IP (Wireless)
1814,KWAPOULS28,Miller Bay,Poulsbo,AcuRite Pro Weather Center
1815,KWAPOULS6,Central Market Poulsbo,Poulsbo,Davis Vantage Pro2
1816,KWAPOULS46,Clear Creek,Poulsbo,AcuRite Pro Weather Center
1817,KWAPOULS40,Olympic Crest Subdivision,Poulsbo,Ambient Weather WS-1400-IP (Wireless)
1818,KWAPOULS33,Poulsbo,Poulsbo,AcuRite Pro Weather Center
1819,KWAPRESC4,"Prescott, WA East",Prescott,Davis Instruments Vantage Pro2 Plus
1820,KWAPRESC7,Clyde (North),Prescott,Davis Vantage Pro2 Plus (Wireless)
1821,KWAPROSS16,Spring Creek @ Snipes Creek,Prosser,Ambient Weather WS-1400-IP (Wireless)
1822,KWAPROSS21,Ward Gap Road,Prosser,AcuRite Pro Weather Center
1823,KWAPROSS12,SW Prosser,Prosser,Vantage Vue
1824,KWAPROSS23,Lillian,Prosser,AcuRite Pro Weather Center
1825,KWAPROSS17,Loroc Island Light 27,Prosser,Weatherflow
1826,KWAPROSS22,Horse Heaven Hills,Prosser,other
1827,KWAPROSS24,Whitstran,Prosser,AcuRite Pro Weather Center
1828,KWAPROSS14,,Prosser,
1829,KWAPULLM30,Tuscany,Pullman,AcuRite Pro Weather Center
1830,KWAPULLM17,Pullman-Dexter Ave,Pullman,
1831,KWAPULLM21,Southwest Golden Hills Drive,Pullman,Netatmo
1832,KWAPULLM23,North Grand Avenue,Pullman,Netatmo
1833,KWAPULLM26,Northwest Sunset Drive,Pullman,Netatmo
1834,KWAPULLM31,Sunshine,Pullman,Ambient Weather WS-1001-WiFi (Wireless)
1835,KWAPULLM18,Whispering Hills,Pullman,AcuRite Pro Weather Center
1836,KWAPURDY2,Gig Harbor,Purdy,Netatmo
1837,KWAPUYAL36,Forest Estates,Puyallup,Ambient Weather WS-1001-WiFi (Wireless)
1838,KWAPUYAL48,Wilshire Estates,Puyallup,Davis Vantage Pro2 Plus (Cabled)
1839,KWAPUYAL32,Rebecca Ridge,Puyallup,Davis Vantage Pro2 Plus (Wireless)
1840,KWAPUYAL67,Puyallup,Puyallup,AcuRite Pro Weather Center
1841,KWAPUYAL24,Forest Crown,Puyallup,Davis Vantage Vue (Wireless)
1842,KWAPUYAL55,Gem Heights,Puyallup,AcuRite Pro Weather Center
1843,KWAPUYAL72,Edgewood (Jovita Church Neighborhood),Puyallup,AcuRite Pro Weather Center
1844,KWAPUYAL42,19th Street Southeast,Puyallup,Netatmo
1845,KWAPUYAL52,9th Street Northwest,Puyallup,Netatmo
1846,KWAPUYAL57,Puyallup,Puyallup,Netatmo
1847,KWAPUYAL62,Puyallup,Puyallup,Netatmo
1848,KWAPUYAL37,Stonegate,Puyallup,AcuRite Pro Weather Center
1849,KWAPUYAL27,Puyallup South Hill,Puyallup,Ambient Weather WS-1001-WiFi (Wireless)
1850,KWAPUYAL56,"84th &amp; Woodland AV E, Puyallup, Wa",Puyallup,AcuRite Pro Weather Center
1851,KWAPUYAL61,Edgewood,Puyallup,Davis Vantage Pro2 (Wireless)
1852,KWAPUYAL59,CASITAS,Puyallup,AcuRite Pro Weather Center
1853,KWAPUYAL28,Manorwood,Puyallup,Davis Vantage Pro2 (Wireless)
1854,KWAPUYAL65,Brighton Park1,Puyallup,AcuRite Pro Weather Center
1855,KWAPUYAL73,Sunrise Edgewood,Puyallup,AcuRite Pro Weather Center
1856,KWAPUYAL68,Red Hawk Cottages,Puyallup,AcuRite Pro Weather Center
1857,KWAPUYAL39,Pleasant Estates,Puyallup,Davis Vantage Vue (Wireless)
1858,KWAPUYAL54,Southhill Puyallup,Puyallup,AcuRite Pro Weather Center
1859,KWAPUYAL63,Brighton Park (Cristofono Observatory),Puyallup,AcuRite Pro Weather Center
1860,KWATACOM9,Puyallup-Summit/Woodland,Puyallup,Davis Vantage Vue (Wireless)
1861,KWAPUYAL38,JR Weather,Puyallup,AcuRite Pro Weather Center
1862,KWAQUILC2,Lords Lake Loop,Quilcene,Weather Link 2
1863,KWAQUILC10,Dabob Cove,Quilcene,AcuRite Pro Weather Center
1864,KWAQUILC13,"Red Bluff, Bolton Peninsula",Quilcene,Ambient Weather WS-900-IP (Wireless)
1865,KWAQUILC16,Quilcene,Quilcene,Ambient Weather WS-1200-IP (Wireless)
1866,KWAQUINC14,Sunland Estates,Quincy,Ambient Weather WS-1001-WiFi (Wireless)
1867,KWAQUINC5,Low Gap,Quincy,Ambient Weather WS-1000 (Wireless)
1868,KWAQUINC2,Winchester,Quincy,Davis Vantage Pro II
1869,KWAQUINC8,NWS Spotter #62,Quincy,Ambient Weather WS-1400-IP (Wireless)
1870,KWAQUINC11,Crescent bar,Quincy,Ambient Weather WS-1001-WiFi (Wireless)
1871,KWAQUINC7,River Drive Southwest,Quincy,Netatmo
1872,KWAQUINC9,Sunserra at Crescent Bar,Quincy,Ambient Weather WS-1400-IP (Wireless)
1873,KWAQUINC19,Crescent Bar North Park,Quincy,AcuRite Pro Weather Center
1874,KWAQUINC15,South West Quincy,Quincy,Ambient Weather WS-1001-WiFi (Wireless)
1875,KWAQUINC13,SE Quincy,Quincy,AcuRite Pro Weather Center
1876,KWARAINI6,Seattle,Rainier Beach,Netatmo
1877,KWARAINI5,Seattle,Rainier Valley,Netatmo
1878,KWARAVEN10,Hilltop of Sugarloaf Estates,Ravensdale,Oregon Scientific Professional Weather Center
1879,KWARAVEN12,The Estates at Sugarloaf Mountain,Ravensdale,AcuRite Pro Weather Center
1880,KWARAVEN15,Selleck,Ravensdale,Ambient Weather WS-900-IP (Wireless)
1881,KWARAVEN18,se 301st street-Kanaskat Junction,Ravensdale,AcuRite Pro Weather Center
1882,KWARAVEN6,McDonald Mountain Trailhead,Ravensdale,other
1883,KWARAVEN9,kanaskat,Ravensdale,AcuRite Pro Weather Center
1884,KWARAVEN13,Ravensdale 1 Mile NW of Sugarloaf Mtn.,Ravensdale,AcuRite Pro Weather Center
1885,KWARAYMO4,Riverdale,Raymond,AcuRite Pro Weather Center
1886,KWARAYMO5,Menlo,Raymond,AcuRite Pro Weather Center
1887,KWAREARD2,Four Mound Prairie,Reardan,Ambient Weather WS-2090 (Wireless)
1888,KWAREDMO71,Trilogy,Redmond,Davis Vantage Vue (Wireless)
1889,KWAREDMO161,Education Hill,Redmond,AcuRite Pro Weather Center
1890,KWAREDMO84,Salish Springs / Union Hill,Redmond,Ambient Weather WS-1400-IP (Wireless)
1891,KWAREDMO60,City Center,Redmond,
1892,KWAREDMO14,Ames Lake/Broadhurst,Redmond,Oregon Scientific WMR968
1893,KWAREDMO155,Audubon,Redmond,AcuRite Pro Weather Center
1894,KWAREDMO110,Meadowbrooke 7812 D,Redmond,Davis Vantage Vue (Wireless)
1895,KWAREDMO113,Meadowbrooke 7812 N,Redmond,Netatmo Weather Station
1896,KWAREDMO114,Cobblestone Lane,Redmond,AcuRite Pro Weather Center
1897,KWAREDMO103,Meadows,Redmond,Ambient Weather WS-1400-IP (Wireless)
1898,KWAREDMO117,Redmond Watershed,Redmond,other
1899,KWAREDMO66,Redmond,Redmond,LaCrosse Weather Pro Center 2800 Series
1900,KWAREDMO115,Woodlands West,Redmond,Ambient Weather WS-1001-WiFi (Wireless)
1901,KWAREDMO135,Canyon Creek,Redmond,Ambient Weather WS-1400-IP (Wireless)
1902,KWAREDMO85,Trilogy Redmond Ridge,Redmond,Davis Vantage Pro2 (Wireless)
1903,KWAREDMO35,Near Microsoft,Redmond,La Crosse WS-2810U-IT Wireless
1904,KWAREDMO109,Ames Lake (Quail Creek),Redmond,Davis Vantage Pro2 Plus (Wireless)
1905,KWAREDMO129,Union Hill Bears' Den,Redmond,AcuRite Pro Weather Center
1906,KWAREDMO123,Salish Estates,Redmond,Davis Vantage Pro2 (Cabled)
1907,KWAREDMO105,235th Place Northeast,Redmond,Netatmo
1908,KWAREDMO120,Downtown,Redmond,Netatmo
1909,KWAREDMO124,Education Hill,Redmond,Netatmo
1910,KWAREDMO132,Southeast Redmond,Redmond,Netatmo
1911,KWAREDMO139,North Redmond,Redmond,Netatmo
1912,KWAREDMO141,Hlubočepy,Redmond,Netatmo
1913,KWAREDMO156,Redmond,Redmond,Netatmo
1914,KWAREDMO72,Downtown,Redmond,Netatmo
1915,KWAREDMO73,Education Hill,Redmond,Netatmo
1916,KWAREDMO75,Northeast 4th Place,Redmond,Netatmo
1917,KWAREDMO81,Education Hill,Redmond,Netatmo
1918,KWAREDMO87,North Redmond,Redmond,Netatmo
1919,KWAREDMO89,Overlake,Redmond,Netatmo
1920,KWAREDMO94,Downtown,Redmond,Netatmo
1921,KWAREDMO59,Broadhurst,Redmond,Davis Vantage Pro2
1922,KWAREDMO28,Ames Lake,Redmond,Davis Vantage Pro 2 Plus
1923,KWAREDMO122,RobinsWood,Redmond,Ambient Weather WS-1200-IP (Wireless)
1924,KWAREDMO130,Redmond Ridge,Redmond,AcuRite Pro Weather Center
1925,KWAREDMO62,Hunterswood Knoll,Redmond,Lacrosse WS-2812U-IT Professional Weather Center
1926,KWAREDMO131,Redmond Ridge GC 11th Green,Redmond,Ambient Weather WS-1400-IP (Wireless)
1927,KWAREDMO149,Downtown Redmond,Redmond,other
1928,KWAREDMO27,Union Hill,Redmond,Davis Vantage Pro 2
1929,KWAREDMO151,Redmond - North Rose Hill,Redmond,AcuRite Pro Weather Center
1930,KWAREDMO163,Redmond Ridge,Redmond,AcuRite Pro Weather Center
1931,KWAREDMO86,"Education Hill, Abbey Road",Redmond,Ambient Weather WS-1200-IP (Wireless)
1932,KWAREDMO128,Spiritbrook,Redmond,AcuRite Pro Weather Center
1933,KWAREDMO152,Bear Creek,Redmond,AcuRite Pro Weather Center
1934,KWAREDMO67,Marymoor Park,Redmond,AcuRite Pro Weather Center
1935,KWARENTO85,Cascade-Fairwood,Renton,AcuRite Pro Weather Center
1936,KWARENTO106,Spring Lake,Renton,other
1937,KWARENTO130,Maple Hills,Renton,Davis Vantage Pro2 Plus (Cabled)
1938,KWARENTO121,The Highlands at Newcastle,Renton,AcuRite Pro Weather Center
1939,KWARENTO100,Licorice Fern II,Renton,AcuRite Pro Weather Center
1940,KWARENTO71,Maplewood Heights,Renton,Davis Vantage Vue (Wireless)
1941,KWARENTO59,Carriage Lane,Renton,AcuRite Pro Weather Center
1942,KWARENTO25,East Renton Highlands,Renton,Oregon Scientific WMR-968
1943,KWARENTO115,Fairwood Greens,Renton,AcuRite Pro Weather Center
1944,KWARENTO93,Liberty Ridge,Renton,AcuRite Pro Weather Center
1945,KWARENTO108,Lower Kennydale,Renton,AcuRite Pro Weather Center
1946,KWARENTO24,May Valley Park,Renton,Davis Vantage Pro2 Plus (Wireless)
1947,KWARENTO110,Renton Highlands,Renton,Ambient Weather WS-1001-WiFi (Wireless)
1948,KWARENTO104,Maas Gardens - East II,Renton,AcuRite Pro Weather Center
1949,KWARENTO35,East Renton Highlands,Renton,Lacrosse WS2812U-IT
1950,KWARENTO36,Stonegate,Renton,
1951,KWARENTO109,Windham Ridge,Renton,Ambient Weather WS-1001-WiFi (Wireless)
1952,KWARENTO116,Ellenswood,Renton,AcuRite Pro Weather Center
1953,KWARENTO53,Southeast 172nd Court,Renton,Netatmo
1954,KWARENTO54,Wells Avenue South,Renton,Netatmo
1955,KWARENTO55,Kennydale,Renton,Netatmo
1956,KWARENTO56,Kennydale,Renton,Netatmo
1957,KWARENTO62,144th Avenue Southeast,Renton,Netatmo
1958,KWARENTO69,148th Place Southeast,Renton,Netatmo
1959,KWARENTO105,Highlands Park,Renton,Ambient Weather WS-900-IP (Wireless)
1960,KWARENTO90,Hidden Cedars,Renton,AcuRite Pro Weather Center
1961,KWARENTO64,Shady Lake,Renton,Ambient Weather WS-1400-IP (Wireless)
1962,KWARENTO120,"Casa en el Bosque, Kenton, WA",Renton,AcuRite Pro Weather Center
1963,KWARENTO119,Maywood West,Renton,other
1964,KWARENTO50,Woodside,Renton,Davis Vantage Vue (Wireless)
1965,KWARENTO39,Renton Highlands,Renton,AcuRite Pro Weather Center
1966,KWAPORTL31,"Maple Hills, Renton Wa",Renton,AcuRite Pro Weather Center
1967,KWARENTO47,Windstone,Renton,AcuRite Pro Weather Center
1968,KWARENTO80,Fairwood Glen,Renton,AcuRite Pro Weather Center
1969,KWARENTO79,Maplewood Heights,Renton,AcuRite Pro Weather Center
1970,KWARENTO5,Maple Hills (a.k.a. Maple Station),Renton,Davis Vantage Pro Plus
1971,KWARENTO82,TALBOT RIDGE ESTATES,Renton,Davis Vantage Pro2 (Cabled)
1972,KWARENTO129,Rolling Hills Renton Wa,Renton,AcuRite Pro Weather Center
1973,KWARENTO98,Greenleaf,Renton,Davis Vantage Vue (Wireless)
1974,KWARENTO134,Renton Hill,Renton,Ambient Weather WS-1001-WiFi (Wireless)
1975,KWARENTO91,Renton Highlands BrookField,Renton,AcuRite Pro Weather Center
1976,KWARENTO63,Licorice Fern II,Renton,Davis Vantage Vue (Wireless)
1977,KWARENTO96,Coalfield Crossing,Renton,AcuRite Pro Weather Center
1978,KWAREPUB4,Old Dollar Beach Road,Republic,Netatmo
1979,KWAREPUB7,"Malo, Wa",Republic,Davis Vantage Vue (Wireless)
1980,KWAREPUB6,Miyoko Point,Republic,AcuRite Pro Weather Center
1981,KWAREPUB3,Republic,Republic,Davis Vantage Vue (Wireless)
1982,KWARICE4,"Scott Rd., Rice",Rice,Davis Vantage Pro2 (Wireless)
1983,KWARICE3,Waterloo,Rice,AcuRite Pro Weather Center
1984,KWARICHL28,Applewood,Richland,Ambient Weather WS-1400-IP (Wireless)
1985,KWARICHL56,Moonriver,Richland,AcuRite Pro Weather Center
1986,KWARICHL52,Hills West,Richland,AcuRite Pro Weather Center
1987,KWARICHL60,Meadow Springs,Richland,other
1988,KWARICHL19,Crested Hills,Richland,Vantage Vue
1989,KWARICHL26,Westcliffe,Richland,Ambient Weather WS-1000 (Wireless)
1990,KWARICHL27,Richland---Brookshire Estates,Richland,Davis Vantage Vue (Wireless)
1991,KWARICHL21,Richland,Richland,Dallas 1 wire
1992,KWARICHL20,Sagewood,Richland,LaCrosse
1993,KWARICHL53,NoRich-LeslieGroves,Richland,AcuRite Pro Weather Center
1994,KWARICHL64,Beverly Heights,Richland,AcuRite Pro Weather Center
1995,KWARICHL25,Hains,Richland,Ambient Weather WS-1000 (Wireless)
1996,KWARICHL46,Cherrywood,Richland,AcuRite Pro Weather Center
1997,KWARICHL32,"Horn Rapids, CrosswaterLoop",Richland,Ambient Weather WS-1200-IP (Wireless)
1998,KWARICHL36,falconcrest,Richland,Ambient Weather WS-1001-WiFi (Wireless)
1999,KWARICHL4,Cottonwood,Richland,Davis Vantage Vue (Wireless)
2000,KWARICHL6,HORN RAPIDS GOLF COURSE,Richland,Oregon
2001,KWARICHL33,Richland,Richland,AcuRite Pro Weather Center
2002,KWARICHL66,MSCC Back Nine,Richland,AcuRite Pro Weather Center
2003,KWARICHL31,Falconcrest Loop,Richland,Netatmo
2004,KWARICHL41,Williams Boulevard,Richland,Netatmo
2005,KWARICHL54,Kirchmatte,Richland,Netatmo
2006,KWARICHL48,Golden,Richland,Ambient Weather WS-1001-WiFi (Wireless)
2007,KWARICHL47,Arbor St.,Richland,AcuRite Pro Weather Center
2008,KWARICHL29,Horn Rapids Copperleaf,Richland,Davis Vantage Vue (Wireless)
2009,KWARICHL51,Country Ridge,Richland,AcuRite Pro Weather Center
2010,KWARICHL39,Gooberville,Richland,Davis Vantage Pro2 (Cabled)
2011,KWARICHL69,Richland Flood Plain,Richland,other
2012,KWARICHL30,Newhaven Loop,Richland,Ambient Weather WS-1400-IP (Wireless)
2013,KWARIDGE7,,Ridgefield,honeywell
2014,KWARIDGE6,Ridgefield Weather Cam,Ridgefield,Vantage Pro2
2015,KWARIDGE9,Sara W7WR,Ridgefield,Lacrosse Technology c86234
2016,KWARIDGE13,Sauvie Light 13,Ridgefield,Weatherflow
2017,KWARIDGE22,Old Town,Ridgefield,AcuRite Pro Weather Center
2018,KWARITZV4,Ritzville-Alder St,Ritzville,
2019,KWARITZV5,Packard,Ritzville,Davis Vantage Vue (Wireless)
2020,KWARITZV6,Packard,Ritzville,Davis Vantage Pro2 (Wireless)
2021,KWARIVER5,Alkali Lake,Riverside,AcuRite Pro Weather Center
2022,KWAROCHE5,Roche Harbor Airport,Roche Harbor,Davis Vantage Plus
2023,KWAROCHE8,Pearl Island,Roche Harbor,RainWise MK-III-LR
2024,KWAROCHE2,Baker Prairie,Rochester,Vantage Pro2
2025,KWAROCHE9,Scatter Creek,Rochester,Ambient Weather WS-1400-IP (Wireless)
2026,KWAROCHE15,Grand Mound,Rochester,AcuRite Pro Weather Center
2027,KWAROCKP10,Shepard Family PWS,Rockport,AcuRite Pro Weather Center
2028,KWARONAL5,Spring Creek-Thunder Rd,Ronald,Davis Vantage Vue
2029,KWARONAL7,Wildwood,Ronald,Davis Vantage Vue (Wireless)
2030,KWAROOSE3,"Goodnoe Hills, WA",Roosevelt,PWS
2031,KWAROSAL3,The Palouse in Plaza,Rosalia,Ambient Weather WS-1400-IP (Wireless)
2032,KWAROSAL4,slrfarms,Rosalia,Davis Vantage Vue (Wireless)
2033,KWAROSAL2,Rosalia-Josephine St,Rosalia,
2034,KWAROSBU3,Red Cabin on the Hill,Rosburg,AcuRite Pro Weather Center
2035,KWAROCKP6,Ross Dam,Ross Dam,Davis Vantage Pro2
2036,KWAROY17,A4W2 Ranch,Roy,AcuRite Pro Weather Center
2037,KWAROY13,R &amp; R Compound,Roy,AcuRite Pro Weather Center
2038,KWAROY8,Roy,Roy,Netatmo
2039,KWAROY4,Near 304th St E and Rt 7,Roy,Davis Vantage Pro2 Plus (Wireless)
2040,KWAROY11,Lazyf Ranch,Roy,AcuRite Pro Weather Center
2041,KWAMOXEE1,,"Roy Farms CA, Moxee",
2042,KWAROYAL5,CHS ROYAL CITY,Royal City,AcuRite Pro Weather Center
2043,KWAROYAL6,Saddle Mountain,Royal City,Ambient Weather WS-1400-IP (Wireless)
2044,KWAROYAL3,Royal City CVWest,Royal City,Ambient Weather WS-1001-WiFi (Wireless)
2045,KWARUSTO3,Stack Hill Ruston,Ruston,Davis Vantage Vue (Wireless)
2046,KWASAHAL2,Sammamish,Sahalee,Netatmo
2047,KWASAMMA82,Trossachs: Glencoe,Sammamish,AcuRite Pro Weather Center
2048,KWASAMMA15,Monohon / Sammamish,Sammamish,Davis Vantage Pro
2049,KWASAMMA74,Sammamish Plateau,Sammamish,Bloomsky
2050,KWASAMMA85,Ashton Woods,Sammamish,Bloomsky2 + Storm
2051,KWASAMMA11,Sahalee,Sammamish,Oregon Scientific WMR968
2052,KWASAMMA20,Sahalee,Sammamish,Davis Vantage Pro2 (Wireless)
2053,KWASAMMA49,East Lake Sammamish (201 SE),Sammamish,Ambient Weather WS-1400-IP (Wireless)
2054,KWASAMMA5,Highland Creek,Sammamish,Davis Vantage Pro-2
2055,KWASAMMA59,Whileaway Court,Sammamish,AcuRite Pro Weather Center
2056,KWASAMMA73,Broadmoore Estates,Sammamish,Ambient Weather WS-1001-WiFi (Wireless)
2057,KWASAMMA84,Sammamish,Sammamish,Ambient Weather WS-1200-IP (Wireless)
2058,KWASAMMA42,Montaine,Sammamish,Netatmo Weather Station
2059,KWASAMMA17,Trossachs,Sammamish,La Crosse Technology WS-2316
2060,KWASAMMA54,Inglewood Hill,Sammamish,Davis Vantage Pro2 (Wireless)
2061,KWASAMMA76,Sahalee Woods,Sammamish,AcuRite Pro Weather Center
2062,KWASAMMA33,224th Place Southeast,Sammamish,Netatmo
2063,KWASAMMA34,226th Court Southeast,Sammamish,Netatmo
2064,KWASAMMA46,Northeast 6th Place,Sammamish,Netatmo
2065,KWASAMMA52,208 Place Southeast,Sammamish,Netatmo
2066,KWASAMMA56,228th Avenue Northeast,Sammamish,Netatmo
2067,KWASAMMA60,Northeast 16th Street,Sammamish,Netatmo
2068,KWASAMMA62,232nd Place Northeast,Sammamish,Netatmo
2069,KWASAMMA70,Sammamish,Sammamish,Netatmo
2070,KWASAMMA71,Sammamish,Sammamish,Netatmo
2071,KWASAMMA78,Sammamish,Sammamish,Netatmo
2072,KWASAMMA66,Shannonwood,Sammamish,AcuRite Pro Weather Center
2073,KWASAMMA48,SE 24th Street - Discover Elementary Wetlands,Sammamish,Ambient Weather WS-1001-WiFi (Wireless)
2074,KWASAMMA77,Field Rush,Sammamish,AcuRite Pro Weather Center
2075,KWASAMMA43,Renaissance Ridge,Sammamish,AcuRite Pro Weather Center
2076,KWASAMMA58,Park Place at Pine Lake,Sammamish,Davis Vantage Vue (Wireless)
2077,KWASAMMA75,Timberline,Sammamish,Ambient Weather WS-1001-WiFi (Wireless)
2078,KWASAMMA16,Demery Hill,Sammamish,Davis Vantage Pro2 Plus
2079,KWASAMMA68,Cimarron,Sammamish,other
2080,KWASEABE6,"Seabeck Heights, 7153 Windflower Pl NW",Seabeck,AcuRite Pro Weather Center
2081,KWASEABE10,Goeske,Seabeck,Ambient Weather WS-1200-IP (Wireless)
2082,KWASEABE13,"Hite Center Road, Seabeck, WA",Seabeck,AcuRite Pro Weather Center
2083,KWASEABE11,Hood Canal Vista,Seabeck,AcuRite Pro Weather Center
2084,KWASEABE2,Stavis Bay,Seabeck,AcuRite Pro Weather Center
2085,KWASEABE7,Little Beef Harbor,Seabeck,Davis Vantage Vue (Wireless)
2086,KWASEATA6,Angle Lake Haven,SeaTac,Ambient Weather WS-1001-WiFi (Wireless)
2087,KWASEATA5,Tacoma-Tower Dr,SeaTac,
2088,KWASEATT107,Roosevelt - Tomster,Seattle,Davis Vantage Pro2
2089,KWASEATT295,Haller Lake,Seattle,Davis Vantage Vue (Wireless)
2090,KWASEATT313,Fauntleroy,Seattle,AcuRite Pro Weather Center
2091,KWASEATT1619,Alaska Junction/Genesee,Seattle,Ambient Weather WS-1400-IP (Wireless)
2092,KWASEATT166,Matthews Beach,Seattle,Davis Vantage Vue (Wireless)
2093,KWASEATT1712,University Park,Seattle,Davis Vantage Pro2 (Wireless)
2094,KWASEATT249,"Genesee Hill, West Seattle",Seattle,Ambient Weather WS-1000 (Wireless)
2095,KWASEATT1635,Carkeek Park,Seattle,Oregon Scientific Professional Weather Center
2096,KWASEATT275,Loyal Heights,Seattle,Netatmo Weather Station
2097,KWASEATT567,Gatewood,Seattle,AcuRite Pro Weather Center
2098,KWASEATT229,North Admiral,Seattle,Davis Vantage Pro 2
2099,KWASEATT507,Phinney Ridge,Seattle,Ambient Weather WS-1001-WiFi (Wireless)
2100,KWASEATT616,Phinney Ridge,Seattle,AcuRite Pro Weather Center
2101,KWASEATT213,Alon's Fremont/Ballard Neighbourhood,Seattle,RainWise MK-III-LR
2102,KWASEATT182,"UW Integrated Design Lab, Bullitt Center",Seattle,Davis Vantage Pro 2
2103,KWASEATT551,Ballard - PCS,Seattle,Davis Vantage Pro2 (Cabled)
2104,KWASEATT392,Highland Park,Seattle,other
2105,KWASEATT610,Greenwood,Seattle,AcuRite Pro Weather Center
2106,KWASEATT1651,Mahonia Project - South Seattle College,Seattle,Rainwise MK-III
2107,KWASEATT1685,Richmond Beach,Seattle,other
2108,KWASEATT261,Greenlake North,Seattle,Davis Vantage Vue (Wireless)
2109,KWASEATT301,"Sunrise Heights, West Seattle",Seattle,Davis Vantage Vue (Wireless)
2110,KWASEATT543,Ballard,Seattle,Davis Vantage Vue (Wireless)
2111,KWASEATT1667,Pleasant Place,Seattle,AcuRite Pro Weather Center
2112,KWASEATT325,Wedgwood,Seattle,AcuRite Pro Weather Center
2113,KWASEATT254,North Seattle - Lake City,Seattle,Davis Vantage Pro2 (Wireless)
2114,KWASEATT1632,West Seattle,Seattle,Ambient Weather WS-1400-IP (Wireless)
2115,KWASEATT1713,Cedar Park,Seattle,AcuRite Pro Weather Center
2116,KWASEATT219,Green Lake,Seattle,WS-2080
2117,KWASEATT1678,Haller Lake,Seattle,AcuRite Pro Weather Center
2118,KWASEATT207,Fauntleroy,Seattle,Davis Vantage Vue
2119,KWASEATT142,Magnolia - MaxHome,Seattle,Vantage Pro2
2120,KWASEATT1627,Downtown Seattle,Seattle,Bloomsky
2121,KWASEATT109,University District,Seattle,
2122,KWASEATT4,Des Moines,Seattle,Davis WM II
2123,KWASEATT1634,Lake Forest Park,Seattle,AcuRite Pro Weather Center
2124,KWASEATT1708,Broadview,Seattle,Ambient Weather WS-1001-WiFi (Wireless)
2125,KWASEATT317,4of10 in Fairmont Park,Seattle,Davis Vantage Vue (Wireless)
2126,KWASEATT1663,Captiol Hill,Seattle,Bloomsky
2127,KWASEATT1653,briarcrest,Seattle,AcuRite Pro Weather Center
2128,KWASEATT362,Space Needle,Seattle,Davis Vantage Pro2 (Wireless)
2129,KWASEATT560,Olympic Manor,Seattle,Davis Vantage Vue (Wireless)
2130,KWASEATT225,Greenwood,Seattle,Acu-Rite 5-in-1
2131,KWASEATT206,Hillman City,Seattle,AcuRite Pro Weather Center
2132,KWASEATT215,Ballard - Loyal Heights,Seattle,Davis Vantage Pro
2133,KWASEATT293,View Ridge,Seattle,Ambient Weather WS-1001-WiFi (Wireless)
2134,KWASEATT1679,Tukwila Foster,Seattle,AcuRite Pro Weather Center
2135,KWASEATT609,SE Greenlake,Seattle,Ambient Weather WS-1400-IP (Wireless)
2136,KWASEATT434,West Woodland,Seattle,Ambient Weather WS-1400-IP (Wireless)
2137,KWASEATT1665,Hurstwood,Seattle,AcuRite Pro Weather Center
2138,KWASEATT1621,Sunny Heights,Seattle,Ambient Weather WS-1400-IP (Wireless)
2139,KWASEATT59,Magnolia,Seattle,Davis Vantage Pro2 (Wireless)
2140,KWASEATT58,SE Green Lake,Seattle,Vantage PRO 2
2141,KWASEATT520,Wedgwood,Seattle,Ambient Weather WS-1001-WiFi (Wireless)
2142,KWASEATT308,West Seattle - Arroyos,Seattle,Davis Vantage Vue (Wireless)
2143,KWASEATT211,Queen Anne - Western Exposure,Seattle,Davis Vantage Pro 2
2144,KWASEATT1629,Terminal 18,Seattle,AcuRite Pro Weather Center
2145,KWASEATT1714,Ballard,Seattle,Davis Vantage Pro2 Plus (Wireless)
2146,KWASEATT1641,Ballard,Seattle,Ambient Weather WS-1001-WiFi (Wireless)
2147,KWASEATT150,Ballard Playground,Seattle,Davis Vantage Pro2
2148,KWASEATT1689,Columbia City,Seattle,AcuRite Pro Weather Center
2149,KWASEATT208,Magnolia,Seattle,Davis Vantage Vue (Wireless)
2150,KWASEATT574,Belvedere Terrace,Seattle,AcuRite Pro Weather Center
2151,KWASHORE3,North City/Lake Forest Park,Seattle,other
2152,KWASEATT494,Delridge,Seattle,Oregon Scientific Professional Weather Center
