"","id","neighborhood","city","type","Elevation","Latitude","Longitude"
"1537","KWANORTH6","Wilderness Rim [429th Ave SE]","North Bend","Davis Vantage Pro2","1010 ft",47.44255829,-121.76824188
"1538","KWANORTH9","Mt Si Road","North Bend","Davis Instruments","545 ft",47.48170853,-121.74700165
"1539","KWAOAKHA15","Nutmeg Road","Oak Harbor","Davis Vantage Pro 2 Plus","190 ft",48.31027603,-122.58873749
"1540","KWAOAKHA18","Oak Harbor -SR20@ Boon","Oak Harbor","Acu-Rite Professional","167 ft",48.25737381,-122.6931076
"1541","KWAOAKHA20","Crosswoods","Oak Harbor","Ambient Weather WS-1400-IP (Wireless)","150 ft",48.28785706,-122.67848969
"1542","KWAOAKHA24","Columbia Drive - RWNE.com","Oak Harbor","AcuRite Pro Weather Center","171 ft",48.30285263,-122.66584015
"1543","KWAOAKHA26","Emily's Big Woods","Oak Harbor","AcuRite Pro Weather Center","449 ft",48.30778503,-122.54734802
"1544","KWAOAKHA27","Oak Harbor-SW 6th (US)","Oak Harbor","","55 ft",48.29439926,-122.66000366
"1545","KWAOAKHA32","Southeast City Beach Street","Oak Harbor","Netatmo","13 ft",48.28575516,-122.65096283
"1546","KWAOAKHA33","Ault Field","Oak Harbor","Davis Vantage Vue (Wireless)","49 ft",48.33885193,-122.6739502
"1547","KWAOAKHA34","Sea Plane Base","Oak Harbor","Davis Vantage Vue (Wireless)","10 ft",48.28488541,-122.62939453
"1548","KWAOAKHA36","Haste Lake and West Beach","Oak Harbor","AcuRite Pro Weather Center","213 ft",48.25854492,-122.7399292
"1549","KWAOAKHA38","Sunday Drive","Oak Harbor","Netatmo","354 ft",48.37292862,-122.58628082
"1550","KWAOAKHA41","Penn Cove","Oak Harbor","Davis Vantage Pro2 (Cabled)","95 ft",48.24318695,-122.67469788
"1551","KWAOAKHA43","Hersig Road","Oak Harbor","AcuRite Pro Weather Center","320 ft",48.2896843,-122.55176544
"1552","KWAOAKHA49","Shores at Penn Cove","Oak Harbor","AcuRite Pro Weather Center","62 ft",48.24077988,-122.67357635
"1553","KWAOAKHA51","Dugualla Bay South","Oak Harbor","Ambient Weather WS-1400-IP (Wireless)","144 ft",48.34978104,-122.58213806
"1554","KWAOAKHA53","Strawberry Hill","Oak Harbor","Ambient Weather WS-1400-IP (Wireless)","230 ft",48.29755783,-122.51448822
"1555","KWAOAKHA55","Polnell Road","Oak Harbor","AcuRite Pro Weather Center","203 ft",48.28379822,-122.53968048
"1556","KWAOAKHA57","Castilian Hills Acton","Oak Harbor","AcuRite Pro Weather Center","184 ft",48.29026031,-122.66649628
"1557","KWAOAKHA58","Bonnie View Acres","Oak Harbor","AcuRite Pro Weather Center","144 ft",48.25915527,-122.6545105
"1558","KWAOAKHA59","City of Oak Harbor Clean Water Facility","Oak Harbor","AcuRite Pro Weather Center","13 ft",48.28730774,-122.65303802
"1559","KWAOAKHA60","Eagle Crest","Oak Harbor","AcuRite Pro Weather Center","161 ft",48.27595901,-122.66704559
"1560","KWAOAKHA61","Brideck Lane","Oak Harbor","AcuRite Pro Weather Center","230 ft",48.2738533,-122.72148132
"1561","KWAOAKHA63","Harris Custer Southwest","Oak Harbor","AcuRite Pro Weather Center",NA,NA,NA
"1562","KWAOAKHA64","Dugualla Bay","Oak Harbor","Ambient Weather WS-1400-IP (Wireless)","150 ft",48.34778976,-122.58650208
"1563","KWAOAKHA65","Dugualla Bay Heights","Oak Harbor","Ambient Weather WS-1400-IP (Wireless)","100 ft",48.34990311,-122.57991028
"1564","KWAOAKVI2","VFWS03","Oakville","Davis Vantage Pro2 (Cabled)","112 ft",46.80899811,-123.15699768
"1565","KWAOAKVI4","Ross Rd","Oakville","Davis Vantage Pro2 (Wireless)","266 ft",46.85805893,-123.25475311
"1566","KWAOCEAN13","Duck Butt Estates at the Jetty","Ocean Shores","Davis 6152c","26 ft",46.94596863,-124.16615295
"1567","KWAOCEAN17","South End between Damon Pt &amp; Oyehut Wildlife Rec.","Ocean Shores","Vantage Vue",NA,NA,NA
"1568","KWAOCEAN19","Oysterville Approach","Ocean Park","Vantage Pro 2","20 ft",46.54664993,-124.05599213
"1569","KWAOCEAN31","Surfside Estates No. 1","Ocean Park","AcuRite Pro Weather Center","23 ft",46.55981064,-124.05548859
"1570","KWAOCEAN35","Seabreeze Lake","Ocean Park","Davis Vantage Pro2 (Wireless)","17 ft",46.55227661,-124.05773926
"1571","KWAOCEAN36","Midwest Duck Lake","Ocean Shores","Ambient Weather WS-1000 (Wireless)","30 ft",46.97271729,-124.1478653
"1572","KWAOCEAN37","Ocean Shores","Ocean Shores","AcuRite Pro Weather Center","10 ft",46.94952774,-124.14083862
"1573","KWAOCEAN38","Ocean Shores Blvd at Pacific Blvd","Ocean Shores","AcuRite Pro Weather Center","32 ft",46.99024582,-124.16573334
"1574","KWAOCEAN4","Long Beach Peninsula WA **North**","Ocean Park","AcuRite Pro Weather Center","26 ft",46.48833084,-124.04499817
"1575","KWAOCEAN41","Surfside","Ocean Park","Davis Vantage Vue (Wireless)","30 ft",46.5254631,-124.05479431
"1576","KWAOCEAN43","Steve's O.P. Weather Station","Ocean Park","AcuRite Pro Weather Center","33 ft",46.49766541,-124.05052948
"1577","KWAOCEAN44","Oysterville West","Ocean Park","Dyacon","13 ft",46.56402206,-124.06175232
"1578","KWAOCEAN46","The Beach Hut - Surfside Estates","Ocean Park","AcuRite Pro Weather Center","22 ft",46.55778122,-124.0567627
"1579","KWAOCEAN47","The Sea Station-M Pl Near 310 Street","Ocean Park","Ambient Weather WS-2090 (Wireless)","19 ft",46.52633667,-124.05086517
"1580","KWAOCEAN52","Ocean Shores","Ocean Shores","Netatmo","0 ft",46.93759537,-124.1665802
"1581","KWAOCEAN53","Oysterville Acres","Ocean Park","Davis Vantage Pro2 Plus (Wireless)","40 ft",46.55179596,-124.04004669
"1582","KWAOCEAN55","Kettners Beach House","Ocean Park","Ambient Weather WS-1200-IP (Wireless)","18 ft",46.52435303,-124.05705261
"1583","KWAOCEAN58","Brody's At The Beach! - On The Grand Canal","Ocean Shores","Ambient Weather WS-1400-IP (Wireless)","17 ft",46.95201492,-124.13819122
"1584","KWAOCEAN61","Beach Shack Klipsan Beach","Ocean Park","AcuRite Pro Weather Center","7 ft",46.46351624,-124.04649353
"1585","KWAOCEAN62","Surfside Estates","Ocean Park","AcuRite Pro Weather Center",NA,NA,NA
"1586","KWAOCEAN63","Oceana RV Campground","Ocean Shores","AcuRite Pro Weather Center","17 ft",47.07973862,-124.16901398
"1587","KWAOCEAN7","North End of Duck Lake","Ocean Shores","Davis Vantage Pro2 (Wireless)","30 ft",47.00422668,-124.15215302
"1588","KWAOCEAN8","Damon Point","Ocean Shores","Oregon Scientific WMR968-JD","20 ft",46.94970703,-124.14138794
"1589","KWAODESS1","Grange Supply of Odessa","Odessa","Vantage Pro","1539 ft",47.33480072,-118.69409943
"1590","KWAODESS2","Farm","Odessa","Ambient Weather WS-1001-WiFi (Wireless)","1772 ft",47.27594757,-118.91544342
"1591","KWAODESS3","Farm-Rite, Inc","Odessa","AcuRite Pro Weather Center","1827 ft",47.29196548,-118.7771759
"1592","KWAOLALL4","Munchkin Manors, Olalla, WA","Olalla","Davis Vantage Pro2 Plus (Wireless)","331 ft",47.43645096,-122.54340363
"1593","KWAOLALL6","Rader's Olalla Gardens","Olalla","AcuRite Pro Weather Center","85 ft",47.42450714,-122.53678894
"1594","KWAOLALL7","Black Ridge Farm","Olalla","AcuRite Pro Weather Center","443 ft",47.4418869,-122.56826019
"1595","KWAOLALL9","Olalla Orchard Hill","Olalla","Ambient Weather WS-1001-WiFi (Wireless)","274 ft",47.43297195,-122.55830383
"1596","KWAOLGA4","kangaroo point, Sea Acres, Orcas Island","Olga","AcuRite Pro Weather Center","72 ft",48.65026855,-122.75463867
"1597","KWAOLGA6","Eagle Lake, Orcas Island","Olga","AcuRite Pro Weather Center","184 ft",48.6657753,-122.77021027
"1598","KWAOLYMP1","Belmore / Black Hawk","Tumwater","Davis Weather Monitor II","183 ft",46.98337555,-122.96469116
"1599","KWAOLYMP109","Watershed Park","Olympia","Ambient Weather WS-1400-IP (Wireless)","171 ft",47.02971268,-122.87360382
"1600","KWAOLYMP11","Oyster Bay - Steamboat Island - Griffin","Olympia","Davis Vantage Pro 2","78 ft",47.09782028,-123.04579163
"1601","KWAOLYMP111","Riverlea","Olympia","Davis Vantage Pro2 (Wireless)","220 ft",46.97557831,-122.85678864
"1602","KWAOLYMP112","Sterling Crossing","Olympia","Ambient Weather WS-1001-WiFi (Wireless)","200 ft",46.97541809,-122.88169861
"1603","KWAOLYMP115","Colby Court Southeast","Olympia","Netatmo","219 ft",46.99907684,-122.83924103
"1604","KWAOLYMP117","Next door to Arco Station to the EAST","Olympia","Ambient Weather WS-1001-WiFi (Wireless)","197 ft",47.00322342,-122.86455536
"1605","KWAOLYMP118","Evergreen Pointe","Olympia","Ambient Weather WS-2090 (Wireless)","259 ft",47.05951309,-122.956604
"1606","KWAOLYMP120","OFSL","Olympia","Davis Vantage Pro2 (Wireless)","194 ft",46.95205307,-122.95946503
"1607","KWAOLYMP121","South Bay","Olympia","other","102 ft",47.10585785,-122.85372925
"1608","KWAOLYMP123","Madrona Beach Road Northwest","Olympia","Netatmo","59 ft",47.08029938,-123.01154327
"1609","KWAOLYMP130","Gull Harbor","Olympia","Ambient Weather WS-1001-WiFi (Wireless)","141 ft",47.10822296,-122.89040375
"1610","KWAOLYMP131","Oyster Bay","Olympia","Ambient Weather WS-1001-WiFi (Wireless)","125 ft",47.09955215,-123.03829193
"1611","KWAOLYMP132","Yelm Highway Southeast","Olympia","Netatmo","200 ft",46.9872818,-122.74776459
"1612","KWAOLYMP134","80th Avenue Southeast","Olympia","Netatmo","226 ft",46.97146606,-122.8398819
"1613","KWAOLYMP137","Tri-Lakes, Berger Pl. SE.","Olympia","AcuRite Pro Weather Center","236 ft",46.99710083,-122.73970032
"1614","KWAOLYMP139","Foxhall","Olympia","AcuRite Pro Weather Center","141 ft",47.0912323,-122.80677032
"1615","KWAOLYMP142","Summit Lake","Olympia","Ambient Weather WS-1001-WiFi (Wireless)","505 ft",47.05879593,-123.09649658
"1616","KWAOLYMP145","South Westside","Olympia","Ambient Weather WS-1001-WiFi (Wireless)","210 ft",47.04144669,-122.92350006
"1617","KWAOLYMP146","South Capitol","Olympia","Netatmo","177 ft",47.02687454,-122.90016174
"1618","KWAOLYMP149","Green Cove Estates","Olympia","AcuRite Pro Weather Center","170 ft",47.08998108,-122.95106506
"1619","KWAOLYMP150","Camelot","Olympia","Ambient Weather WS-1001-WiFi (Wireless)","269 ft",46.99716187,-122.99336243
"1620","KWAOLYMP151","Boston Harbor boat ramp","Olympia","Ambient Weather WS-1400-IP (Wireless)","30 ft",47.13936615,-122.90601349
"1621","KWAOLYMP152","Sterling Crossing","Olympia","Bloomsky","200 ft",46.97471619,-122.88566589
"1622","KWAOLYMP154","Rich Road","Olympia","AcuRite Pro Weather Center","279 ft",46.94726944,-122.84571838
"1623","KWAOLYMP155","Noble View Beach","Olympia","AcuRite Pro Weather Center","30 ft",47.14595413,-122.94241333
"1624","KWAOLYMP157","Ashlynn Estates","Olympia","AcuRite Pro Weather Center","174 ft",47.05302429,-122.97424316
"1625","KWAOLYMP158","Olympia","Olympia","Netatmo","0 ft",47.0097084,-122.85683441
"1626","KWAOLYMP16","East Olympia","Olympia","Davis Vantage Pro 2","164 ft",46.99293137,-122.86672211
"1627","KWAOLYMP166","Tolmie","Olympia","Ambient Weather WS-1001-WiFi (Wireless)","157 ft",47.11989212,-122.77301788
"1628","KWAOLYMP168","Fairfield Town Homes","Olympia","Ambient Weather WS-1001-WiFi (Wireless)","115 ft",47.05193329,-122.96108246
"1629","KWAOLYMP169","Bush Prarie, Tumwater","Olympia","AcuRite Pro Weather Center","194 ft",46.97464371,-122.87139893
"1630","KWAOLYMP170","Collins School","Olympia","AcuRite Pro Weather Center","197 ft",46.98482513,-122.7298584
"1631","KWAOLYMP171","Olympia, wa","Olympia","AcuRite Pro Weather Center","564 ft",47.06220245,-123.09230042
"1632","KWAOLYMP172","Olympia, WA","Olympia","AcuRite Pro Weather Center","167 ft",47.01970291,-122.88632202
"1633","KWAOLYMP173","95th LN and Hart","Olympia","AcuRite Pro Weather Center","200 ft",46.9487114,-122.89404297
"1634","KWAOLYMP174","ROOFTOP; Carlyon Beach, WA","Olympia","Rainwise MK-III","0 ft",47.17681885,-122.93455505
"1635","KWAOLYMP176","Tumwater, Trasper RD at albertsons","Olympia","AcuRite Pro Weather Center","171 ft",46.99821854,-122.92028809
"1636","KWAOLYMP177","Johnson Point Coop","Olympia","AcuRite Pro Weather Center","157 ft",47.15350723,-122.81208038
"1637","KWAOLYMP180","17th","Olympia","Ambient Weather WS-900-IP (Wireless)","100 ft",47.0592804,-122.9833374
"1638","KWAOLYMP181","Thurston County","Olympia","other","207 ft",46.99293137,-122.76410675
"1639","KWAOLYMP182","R&amp;R; Offut Lake","Olympia","Ambient Weather WS-1001-WiFi (Wireless)","250 ft",46.92001724,-122.83013916
"1640","KWAOLYMP184","Mushroom corner","Olympia","AcuRite Pro Weather Center","200 ft",47.04379654,-122.74819183
"1641","KWAOLYMP188","Lakeland Manor","Olympia","AcuRite Pro Weather Center","167 ft",46.99424744,-122.97186279
"1642","KWAOLYMP189","East Olympia","Olympia","AcuRite Pro Weather Center","225 ft",46.9658432,-122.82194519
"1643","KWAOLYMP190","Otis Beach","Olympia","AcuRite Pro Weather Center","52 ft",47.16296387,-122.82568359
"1644","KWAOLYMP191","Littlerock North","Olympia","AcuRite Pro Weather Center","186 ft",46.92786026,-122.98578644
"1645","KWAOLYMP195","Ellis Creek Farm","Olympia","AcuRite Pro Weather Center","163 ft",47.07923126,-122.87706757
"1646","KWAOLYMP197","Dofflemeyer Point Beach","Olympia","Ambient Weather WS-1001-WiFi (Wireless)","0 ft",47.13858032,-122.90711975
"1647","KWAOLYMP198","Goldcrest","Olympia","AcuRite Pro Weather Center","197 ft",47.05846024,-122.94732666
"1648","KWAOLYMP2","Deerfield Park","Olympia","Davis Vantage Vue (Wireless)","256 ft",47.10300064,-122.78099823
"1649","KWAOLYMP204","Olympia, West Side, 36th St.","Olympia","AcuRite Pro Weather Center","150 ft",47.08125687,-122.94927216
"1650","KWAOLYMP3","Maytown Weather Village","Maytown-Tenino","Oregon Scientific WMR-968","200 ft",46.89338303,-122.95123291
"1651","KWAOLYMP32","West Bay Drive","Olympia","Davis Vantage Pro2","100 ft",47.06511307,-122.91873169
"1652","KWAOLYMP39","Nisqually Highlands","Olympia","Davis Vantage Pro II","190 ft",47.11323166,-122.77274323
"1653","KWAOLYMP40","Lakeside Estates","Tumwater","AcuRite Pro Weather Center","171 ft",46.99794388,-122.93286896
"1654","KWAOLYMP45","West Olympia KA7FRZ","Olympia","Oregon Scientific Professional Weather Center","182 ft",47.03470612,-122.92059326
"1655","KWAOLYMP63","Campus Meadows","Lacey","","285 ft",47.08626556,-122.74246979
"1656","KWAOLYMP71","Ken Lake","Olympia","Davis Vantage Vue (Wireless)","160 ft",47.03344345,-122.94766235
"1657","KWAOLYMP72","Illahee Lane","Olympia","AcuRite Pro Weather Center","154 ft",47.10616684,-122.74544525
"1658","KWAOLYMP73","Ward Lake","Olympia","Davis Vantage Pro FARS","161 ft",47.01194,-122.87382507
"1659","KWAOLYMP77","Bridlewood","Olympia","Davis Vantage Vue","226 ft",46.96880722,-122.87864685
"1660","KWAOLYMP8","Swantown Marina","Olympia","Davis Vantage Pro2","34 ft",47.05500412,-122.89807129
"1661","KWAOLYMP85","Nut Tree","Olympia","Davis Vantage Vue (Wireless)","204 ft",47.02716446,-122.8682785
"1662","KWAOLYMP89","Lacey-College St","Olympia","","206 ft",47.02930069,-122.82150269
"1663","KWAOLYMP90","Eld Inlet - Shock","Olympia","AcuRite Pro Weather Center","66 ft",47.11088943,-122.96054077
"1664","KWAOLYMP92","Gallagher Cove","Olympia","Davis Vantage Vue (Wireless)","82 ft",47.14015579,-122.9853363
"1665","KWAOLYMP94","Northwest Lane Southeast","Olympia","Netatmo","209 ft",47.0336113,-122.83468628
"1666","KWAOLYMP96","Piperhill Drive Southeast","Olympia","Netatmo","193 ft",47.03136444,-122.74243164
"1667","KWAOLYMP97","Totten Inlet - Steamboat Island Peninsula","Olympia","AcuRite Pro Weather Center","30 ft",47.15315628,-122.96469879
"1668","KWAOLYMP98","Waddell Creek","Olympia","other","276 ft",46.9169693,-123.05079651
"1669","KWAOMAK2","Omak-Colville Tribe","Omak","","849 ft",48.39999008,-119.51895905
"1670","KWAOMAK4","Wenatchee Valley College Omak","Omak","Davis Vantage Pro2 (Cabled)","846 ft",48.41260147,-119.53113556
"1671","KWAOMAK5","Omak (North)","Omak","Ambient Weather WS-2090 (Wireless)","951 ft",48.41941071,-119.52761841
"1672","KWAOMAK7","Omak WS","Omak","Bloomsky","860 ft",48.39907074,-119.53924561
"1673","KWAONALA4","Onalaska","Onalaska","AcuRite Pro Weather Center","577 ft",46.57602692,-122.67731476
"1674","KWAONALA5","TFSKENNY","Onalaska","Ambient Weather WS-1001-WiFi (Wireless)","423 ft",46.57133865,-122.79184723
"1675","KWAONALA6","Onalaska","Onalaska","Ambient Weather WS-900-IP (Wireless)","512 ft",46.58026505,-122.71578217
"1676","KWAONION2","Bodie Mountain","Onion Creek","Vantage Pro","3250 ft",48.83457947,-117.77480316
"1677","KWAORCHA3","Vancouver","Orchards North","Netatmo","0 ft",45.6728363,-122.50253296
"1678","KWAOROND10","Desert Canyon","Orondo","AcuRite Pro Weather Center","1200 ft",47.72505569,-120.18035126
"1679","KWAOROND11","Sun Cove","Orondo","AcuRite Pro Weather Center",NA,NA,NA
"1680","KWAOROND2","Twin W","Orondo","Ambient Weather WS-2090 (Wireless)",NA,NA,NA
"1681","KWAOROND5","Chelan Springs","Orondo","Davis Vantage Vue (Wireless)","2740 ft",47.85629654,-119.90155029
"1682","KWAOROND6","Columbia river waterfront","Orondo","Davis Vantage Pro2 (Cabled)",NA,NA,NA
"1683","KWAOROND7","Skeels Rd","Orondo","Ambient Weather WS-1001-WiFi (Wireless)","965 ft",47.74240494,-120.20230103
"1684","KWAOROVI2","DOWNTOWN OROVILLE","Oroville","Ambient Weather WS-1001-WiFi (Wireless)","950 ft",48.93824005,-119.43623352
"1685","KWAOROVI3","Westlake Road","Oroville","Netatmo","935 ft",48.95800781,-119.44208527
"1686","KWAOROVI5","Oroville City Park","Oroville","Ambient Weather WS-1001-WiFi (Wireless)","961 ft",48.94254684,-119.43654633
"1687","KWAOROVI6","Kipling","Oroville","other","3848 ft",48.90991974,-119.19985962
"1688","KWAORTIN1","Spar Pole Hill","Orting","Davis Vantage Pro2 Plus (Wireless)","625 ft",47.06066513,-122.18191528
"1689","KWAORTIN11","Village Green","Orting","Ambient Weather WS-1001-WiFi (Wireless)","153 ft",47.11210632,-122.23106384
"1690","KWAORTIN2","Chinook Estates I","Orting","Davis Vantage Pro2","771 ft",47.08789062,-122.13191986
"1691","KWAORTIN4","Village Green","Orting","Davis Vantage Pro2 (Wireless)","120 ft",47.11223221,-122.23092651
"1692","KWAORTIN7","200th Street Court East","Orting","Netatmo","0 ft",47.07432175,-122.17225647
"1693","KWAORTIN8","VFW Park","Orting","AcuRite Pro Weather Center","190 ft",47.11557388,-122.13784027
"1694","KWAORTIN9","Orting","Orting","Netatmo","0 ft",47.0988121,-122.21147156
"1695","KWAOTHEL5","MarDon Resort","Othello","Davis Vantage Pro2 (Cabled)","1056 ft",46.96625137,-119.32115936
"1696","KWAOTHEL6","Marine View Hts","Othello","AcuRite Pro Weather Center","1122 ft",46.96575928,-119.34298706
"1697","KWAOTHEL7","The Homestead","Othello","AcuRite Pro Weather Center","893 ft",46.78068542,-119.23133087
"1698","KWAPACIF3","West Valley","Pacific","Davis Vantage Vue (Wireless)","144 ft",47.26541901,-122.2640152
"1699","KWAPACIF4","Pacific Beach","Pacific Beach","AcuRite Pro Weather Center","100 ft",47.21031952,-124.20336151
"1700","KWAPACKW3","Mt Rainier- Jackson Visitor Ctr","Packwood","","5400 ft",46.78409958,-121.74030304
"1701","KWAPACKW4","Packwood, WA","Packwood","other","1280 ft",46.60700226,-121.65650177
"1702","KWAPACKW7","Cowlitz Vista","Packwood","AcuRite Pro Weather Center","1188 ft",46.61999893,-121.67440796
"1703","KWAPALOU5","Palouse Cove","Palouse","Davis Vantage Pro2 (Wireless)","2462 ft",46.90795898,-117.07778931
"1704","KWAPASCO12","Taylor Flats 12","Pasco","Lacrosse","435 ft",46.44499969,-119.2539978
"1705","KWAPASCO14","Kahlotus","Pasco","Davis Vantage Pro2 (Cabled)","1230 ft",46.63837051,-118.5608139
"1706","KWAPASCO15","Phend Rd. Pasco, WA","Pasco","Ambient Weather WS-1001-WiFi (Wireless)","587 ft",46.34057617,-119.07362366
"1707","KWAPASCO19","Broadmoor Estates","Pasco","AcuRite Pro Weather Center","492 ft",46.28339767,-119.20576477
"1708","KWAPASCO20","Snake River","Pasco","Davis Vantage Pro2 (Wireless)","531 ft",46.25076675,-118.95388794
"1709","KWAPASCO21","Piccadilly Drive","Pasco","Netatmo","485 ft",46.2745018,-119.20121765
"1710","KWAPASCO24","Madison Park","Pasco","AcuRite Pro Weather Center","505 ft",46.27832794,-119.15058899
"1711","KWAPASCO25","Farm Unit 187","Pasco","Davis Vantage Pro2 (Wireless)","709 ft",46.3763237,-119.20956421
"1712","KWAPASCO26","Sunset Terrace Hts","Pasco","Ambient Weather WS-1001-WiFi (Wireless)","436 ft",46.3134079,-119.24739838
"1713","KWAPASCO32","Schneider Farms-Pasco LLC 2","Pasco","Davis Vantage Pro2 (Wireless)","558 ft",46.36339951,-119.22089386
"1714","KWAPASCO35","Ivy Glades, Carnation Ct.","Pasco","AcuRite Pro Weather Center","758 ft",46.23832321,-119.19026947
"1715","KWAPASCO36","Broadmoor Estates #2","Pasco","Ambient Weather WS-1400-IP (Wireless)","492 ft",46.28345871,-119.20602417
"1716","KWAPASCO39","Windy Acres Farm Inc.","Pasco","AcuRite Pro Weather Center","1365 ft",46.54161453,-118.70094299
"1717","KWAPASCO4","Island Estates","Pasco","Ambient Weather WS-1400-IP (Wireless)","518 ft",46.27422714,-119.19911957
"1718","KWAPASCO7","Schneider Farms-Pasco LLC","Pasco","Davis Vantage Pro2 Plus (Wireless)","671 ft",46.41442871,-119.11943817
"1719","KWAPATER2","Paterson","Paterson","Vantage Vue","427 ft",45.93982315,-119.60164642
"1720","KWAPATER3","East Paterson","Paterson","AcuRite Pro Weather Center","384 ft",45.9388504,-119.58429718
"1721","KWAPATER5","Alta Lake, WA","Pateros","AcuRite Pro Weather Center","1181 ft",48.01420593,-119.94186401
"1722","KWAPEELL3","Pe Ell/Willapa Hills","Pe Ell","Davis Vantage Vue (Wireless)","433 ft",46.56425476,-123.29912567
"1723","KWAPESHA2","Campbell Road","Peshastin","Ambient Weather WS-1001-WiFi (Wireless)","1100 ft",47.52233124,-120.62947083
"1724","KWAPLAIN2","Chiwawa River Pines","Plain","","2000 ft",47.80619049,-120.64451599
"1725","KWAPLYMO2","Irrigon Light","Plymouth","Weatherflow","282 ft",45.9192009,-119.45829773
"1726","KWAPOINT10","Tsawwassen","Point Roberts","Netatmo","0 ft",49.00611877,-123.07728577
"1727","KWAPOINT5","Point Septic, LLC - 534 Tyee Drive - Marina Area Point Roberts","Point Roberts","Ambient Weather WS-2090 (Wireless)","79 ft",48.98390198,-123.06376648
"1728","KWAPOMER2","Downtown Pomeroy at 510 Pataha St.","Pomeroy","WMR968","1850 ft",46.47277069,-117.60439301
"1729","KWAPOMER5","1 Mile North of Pomeroy","Pomeroy","Davis Vantage VUE","2175 ft",46.49703598,-117.56026459
"1730","KWAPOMER7","Villard Street","Pomeroy","AcuRite Pro Weather Center","2200 ft",46.47455215,-117.56894684
"1731","KWAPORTA11","2 Miles Up Deer Park Road","Port Angeles","AcuRite Pro Weather Center","527 ft",48.0800209,-123.3441925
"1732","KWAPORTA14","Foothills","Old Mill &amp; Simmons Port Angeles","Davis Vantage Pro2 (Cabled)","955 ft",48.07722092,-123.44694519
"1733","KWAPORTA20","Salt Creek Area Durrwachter","Port Angeles","Ambient Weather WS-1001-WiFi (Wireless)","330 ft",48.12599945,-123.65399933
"1734","KWAPORTA22","Lincoln High School","Port Angeles","Vantage Pro2 Plus","200 ft",48.11910248,-123.45700836
"1735","KWAPORTA34","Clallam County, East Port Angeles","Port Angeles","Davis Vantage Pro2 (Wireless)","207 ft",48.1074791,-123.39364624
"1736","KWAPORTA44","Low Point, Strait of Juan De Fuca / Seal Rock Rd @ West Joyce WA","Port Angeles","Davis Vantage Vue (Wireless)","85 ft",48.15518951,-123.8393631
"1737","KWAPORTA47","Barnes Point","Port Angeles","Davis Vantage Pro2 (Cabled)","558 ft",48.06119919,-123.79168701
"1738","KWAPORTA51","Upper Bagley Creek","Port Angeles","AcuRite Pro Weather Center","604 ft",48.07319641,-123.32754517
"1739","KWAPORTA62","Eagle Heights","Port Angeles","AcuRite Pro Weather Center","1129 ft",48.10689163,-123.63010406
"1740","KWAPORTA64","Eagles Nest at the Bluff","Port Angeles","AcuRite Pro Weather Center","200 ft",48.11648941,-123.30196381
"1741","KWAPORTA66","Little River Road","Port Angeles","Ambient Weather WS-1001-WiFi (Wireless)","860 ft",48.06128311,-123.51215363
"1742","KWAPORTA71","Sol Duc Valley","Port Angeles","Ambient Weather WS-1001-WiFi (Wireless)","942 ft",48.06607819,-124.14427948
"1743","KWAPORTA72","Dan Kelly","Port Angeles","other","860 ft",48.09967041,-123.6128006
"1744","KWAPORTA73","Blue Mountain Estates","Port Angeles","Ambient Weather WS-1001-WiFi (Wireless)","1129 ft",48.03110886,-123.25041199
"1745","KWAPORTA75","South Golf Course Rd.","Port Angeles","Ambient Weather WS-1200-IP (Wireless)","478 ft",47.99610138,-123.25189972
"1746","KWAPORTA76","EDGEWOOD LANE / DRY CREEK","Port Angeles","AcuRite Pro Weather Center","290 ft",48.12049484,-123.54610443
"1747","KWAPORTA79","Robinson Road","Port Angeles","Ambient Weather WS-1400-IP (Wireless)","850 ft",48.06106186,-123.30517578
"1748","KWAPORTA82","South Regent St.","Port Angeles","AcuRite Pro Weather Center","500 ft",48.09640121,-123.43613434
"1749","KWAPORTA84","Upper Deer Park Road","Port Angeles","AcuRite Pro Weather Center","1814 ft",48.00667191,-123.31149292
"1750","KWAPORTA88","Eagle Ridge","Port Angeles","Davis Vantage Pro2 (Wireless)","1158 ft",48.09970093,-123.62552643
"1751","KWAPORTA89","Monroe/Mt. Pleasant","Port Angeles","AcuRite Pro Weather Center","660 ft",48.07232666,-123.37945557
"1752","KWAPORTH2","Port Hadlock Marina","Port Hadlock-Irondale","RainWise MK-III-LR","26 ft",48.02865982,-122.74526978
"1753","KWAPORTH3","Port Hadlock","Port Hadlock-Irondale","Ambient Weather WS-1400-IP (Wireless)","0 ft",48.03482437,-122.75257874
"1754","KWAPORTH4","Port Hadlock (Chimacum Rd)","Port Hadlock-Irondale","Ambient Weather WS-1001-WiFi (Wireless)","121 ft",48.02735519,-122.76293182
"1755","KWAPORTL12","Timberton","Port Ludlow","WeatherLink Vantage Vue",NA,NA,NA
"1756","KWAPORTL13","Shine Bluff","PORT LUDLOW","Davis Vantage Pro2 Plus","98 ft",47.8655014,-122.65364838
"1757","KWAPORTL19","Heritage Ln, Port Ludlow, WA","Port Ludlow","AcuRite Pro Weather Center","190 ft",47.91449738,-122.7064743
"1758","KWAPORTL20","Olele Point Road","Port Ludlow","Netatmo","78 ft",47.97063446,-122.68781281
"1759","KWAPORTL24","Edgewood Village","Port Ludlow","other","167 ft",47.91044998,-122.69483948
